user_id,product_id,purchase_time,quantity,price
827,2610,2019-09-27T08:02:40Z,1,238.4
827,3238,2019-09-27T08:02:40Z,1,33.6
827,4548,2019-09-27T08:02:40Z,1,8
827,4552,2019-09-27T08:02:40Z,1,12
828,347,2019-10-27T16:48:23Z,1,340
828,10393,2019-10-27T16:48:23Z,1,60
844,12582,2019-09-29T17:11:58Z,1,308
866,10491,2019-09-30T21:32:58Z,1,31.2
866,10964,2019-09-30T21:32:58Z,1,31.2
891,11722,2019-10-20T18:04:28Z,1,35
917,7244,2019-10-15T15:44:22Z,1,370
937,10907,2019-09-17T22:01:21Z,1,159
941,12029,2019-09-26T21:59:23Z,1,224
956,8445,2019-09-28T19:32:20Z,1,120
963,10237,2019-09-18T22:12:56Z,1,48
963,17738,2019-09-18T22:12:56Z,1,85
994,823,2019-09-20T20:47:41Z,1,645
997,3525,2019-09-15T08:56:55Z,1,42
997,5043,2019-09-15T08:56:55Z,1,69
997,5062,2019-09-15T08:56:55Z,1,65
997,8064,2019-09-15T08:56:55Z,1,69
997,9008,2019-09-15T08:56:55Z,1,115
997,10381,2019-09-15T08:56:55Z,2,23
1022,3866,2019-10-17T13:51:01Z,1,115
1060,15026,2019-09-11T18:22:54Z,1,680
1091,6238,2019-10-15T14:14:05Z,1,200
1106,14938,2019-09-17T16:42:51Z,1,119
1106,16054,2019-09-17T16:42:51Z,1,88
1145,6081,2019-10-19T11:22:14Z,1,60
1145,13668,2019-10-19T11:22:14Z,1,109
1169,6064,2019-10-28T21:49:55Z,1,116
1180,8661,2019-10-20T14:54:36Z,1,156
1199,18067,2019-09-18T20:19:38Z,1,116
1199,133487,2019-10-07T16:25:06Z,1,47.2
1312,15667,2019-10-26T19:49:09Z,1,480
1326,7203,2019-09-29T15:38:43Z,1,58.4
1326,11882,2019-09-29T15:38:43Z,1,31.2
1330,10201,2019-09-27T10:39:40Z,1,83.2
1417,5869,2019-09-16T17:35:03Z,1,120
1431,134897,2019-10-07T15:48:26Z,1,215
1443,6064,2019-09-30T17:54:23Z,1,92.8
1443,6196,2019-09-30T17:54:23Z,1,64.8
1453,1046,2019-10-05T12:23:00Z,1,370
1453,132468,2019-10-30T18:21:04Z,1,185
1460,1278,2019-10-09T07:20:13Z,1,165
1517,1485,2019-09-25T12:47:33Z,1,39
1517,4623,2019-09-25T12:47:33Z,1,35
1517,8026,2019-09-25T12:47:33Z,1,77
1517,8160,2019-09-25T12:47:33Z,1,77
1517,8604,2019-09-25T12:47:33Z,1,80
1517,9699,2019-09-25T12:47:33Z,1,56
1517,9926,2019-09-25T12:47:33Z,1,42
1517,10708,2019-09-25T12:47:33Z,1,46
1517,11707,2019-09-25T12:47:33Z,1,42
1517,16249,2019-09-25T12:47:33Z,1,70
1547,11129,2019-09-23T22:41:53Z,1,58
1547,11130,2019-09-23T22:41:53Z,1,58
1584,135917,2019-10-30T20:08:02Z,1,125
1612,552,2019-10-09T12:15:09Z,1,301.5
1612,7881,2019-10-09T12:15:09Z,1,111.6
1623,5853,2019-09-11T20:06:49Z,1,93
1623,12150,2019-09-30T20:51:24Z,1,90
1691,134310,2019-09-23T17:52:46Z,1,199
1707,5984,2019-09-30T23:48:25Z,1,70.4
1707,15527,2019-09-30T23:48:25Z,1,135
1712,12033,2019-09-17T09:19:57Z,1,276
1716,5161,2019-10-09T19:54:57Z,1,90
1716,10563,2019-10-09T19:54:57Z,1,45
1726,607,2019-10-19T16:00:12Z,1,68
1726,4666,2019-10-19T16:00:12Z,1,63
1726,6192,2019-10-19T16:00:12Z,1,120
1726,11058,2019-10-19T16:00:12Z,1,70
1736,6926,2019-09-29T22:36:18Z,1,105.6
1756,10674,2019-09-22T20:29:25Z,1,75
1760,5208,2019-10-30T09:10:50Z,1,230
1767,5247,2019-10-18T21:11:10Z,1,105
1783,132468,2019-10-08T17:54:58Z,1,185
1810,7817,2019-10-17T01:13:58Z,1,100
1828,9467,2019-09-30T10:15:07Z,1,134.4
1853,6575,2019-09-15T17:59:44Z,1,203
1853,6787,2019-09-15T17:59:44Z,1,80
1858,12889,2019-09-23T08:03:43Z,1,100
1858,5953,2019-10-03T21:14:35Z,1,89
1859,134897,2019-09-11T11:51:05Z,1,215
1860,6221,2019-09-16T14:14:17Z,1,56
1860,982,2019-09-27T08:49:29Z,1,70.4
1892,6061,2019-09-30T15:33:18Z,1,83.2
1952,2562,2019-10-17T09:27:01Z,1,525
1952,8104,2019-10-17T09:27:01Z,1,389
1964,2439,2019-10-30T22:42:06Z,1,280
1973,132364,2019-10-04T17:22:12Z,1,89
1973,132868,2019-10-04T17:22:12Z,1,99
2088,3195,2019-09-21T18:31:46Z,1,23
2088,3246,2019-09-21T18:31:46Z,1,33
2100,6250,2019-10-12T14:05:16Z,1,144
2103,10653,2019-09-30T09:57:05Z,1,35
2103,10180,2019-10-01T20:13:59Z,1,32
2111,18067,2019-09-12T16:38:34Z,1,145
2117,8645,2019-10-14T20:12:37Z,1,130
2143,11423,2019-10-24T11:29:12Z,1,80
2145,15793,2019-09-08T19:52:49Z,1,218
2180,4063,2019-10-31T22:03:42Z,1,6.4
2180,4280,2019-10-31T22:03:42Z,1,26
2180,132123,2019-10-31T22:03:42Z,1,13
2184,11722,2019-09-28T21:28:38Z,1,28
2219,1299,2019-10-16T20:49:53Z,1,112
2269,8782,2019-09-28T22:50:32Z,1,115.2
2269,12385,2019-09-29T04:43:23Z,1,196
2269,6250,2019-10-27T04:02:10Z,1,144
2272,18140,2019-09-07T09:05:08Z,1,312
2272,15190,2019-09-24T14:17:41Z,1,200
2341,7335,2019-10-16T16:46:50Z,1,148
2375,11169,2019-10-02T11:31:05Z,1,60
2375,134273,2019-10-29T19:55:46Z,1,56
2416,7978,2019-10-16T22:40:08Z,1,189
2416,137591,2019-10-16T22:40:08Z,1,95
2422,4412,2019-10-13T18:20:28Z,1,15
2422,4413,2019-10-13T18:20:28Z,2,15
2422,10427,2019-10-13T18:20:28Z,1,135
2422,133185,2019-10-13T18:20:28Z,1,125
2422,134263,2019-10-13T18:20:28Z,1,79
2436,3124,2019-09-04T22:36:00Z,1,116
2468,9255,2019-09-29T15:03:56Z,1,56
2468,9562,2019-09-30T11:13:00Z,1,58.4
2488,1037,2019-09-09T09:40:16Z,1,354
2488,19088,2019-09-09T09:40:16Z,1,175
2488,10403,2019-10-02T09:34:04Z,1,65
2488,10407,2019-10-02T09:34:04Z,1,75
2488,10901,2019-10-02T09:34:04Z,1,60
2488,11049,2019-10-02T09:34:04Z,1,55
2488,11735,2019-10-02T09:34:04Z,1,45
2488,11754,2019-10-02T09:34:04Z,1,45
2488,133884,2019-10-02T09:34:04Z,1,65
2488,134238,2019-10-02T09:34:04Z,1,65
2497,16888,2019-09-10T20:52:39Z,1,350
2497,16797,2019-10-24T20:24:24Z,1,340
2501,1030,2019-09-27T17:57:01Z,1,240
2501,11722,2019-10-20T22:18:24Z,1,35
2505,2386,2019-09-27T18:38:02Z,1,100
2505,15551,2019-09-27T18:38:02Z,1,46.4
2505,132713,2019-10-19T19:17:49Z,1,44
2550,134263,2019-10-13T23:43:48Z,1,79
2550,137098,2019-10-13T23:43:48Z,1,69
2563,2439,2019-09-05T14:35:39Z,1,280
2563,17342,2019-09-05T14:35:39Z,1,182
2581,132387,2019-09-30T10:24:56Z,1,89
2583,9467,2019-09-22T03:08:24Z,1,147
2585,6250,2019-09-08T14:08:07Z,1,144
2585,6250,2019-10-22T11:30:12Z,1,144
2587,6231,2019-09-30T01:35:41Z,1,86.4
2587,8800,2019-09-30T01:35:41Z,1,39.2
2587,13479,2019-10-10T02:29:15Z,1,128
2605,11250,2019-09-20T14:00:29Z,1,49
2605,11808,2019-09-20T14:00:29Z,1,65
2666,4416,2019-10-20T15:01:43Z,1,15
2684,5732,2019-09-24T23:03:11Z,1,207
2684,7105,2019-10-09T14:57:58Z,1,128
2716,14973,2019-10-06T11:03:42Z,1,60
2757,3665,2019-09-29T09:01:48Z,1,7.2
2757,4074,2019-09-29T09:01:48Z,1,14.4
2757,5562,2019-09-29T09:01:48Z,1,22.4
2757,6773,2019-09-29T09:01:48Z,1,12
2757,133764,2019-09-29T09:01:48Z,1,14.4
2757,3670,2019-10-31T21:10:39Z,1,7.2
2757,4160,2019-10-31T21:10:39Z,3,14.4
2757,4336,2019-10-31T21:10:39Z,1,20.8
2757,4337,2019-10-31T21:10:39Z,1,20.8
2757,12464,2019-10-31T21:10:39Z,1,44
2757,135719,2019-10-31T21:10:39Z,1,13.6
2758,5909,2019-10-21T22:03:20Z,1,185
2779,2527,2019-09-27T13:29:11Z,1,272
2779,15987,2019-09-27T13:29:11Z,1,61.6
2779,15359,2019-09-27T15:29:06Z,1,185.6
2779,16365,2019-09-27T15:29:06Z,1,243.2
2792,10369,2019-10-09T16:59:34Z,1,32
2809,18601,2019-10-12T13:48:42Z,1,55
2825,1045,2019-09-22T13:43:31Z,1,370
2898,8836,2019-09-28T16:54:16Z,1,158
2898,135633,2019-09-28T16:54:16Z,1,395
2943,6865,2019-09-06T07:51:14Z,1,93
2970,11675,2019-09-16T22:20:31Z,1,46
2996,2217,2019-10-21T12:14:54Z,1,485
3004,810,2019-09-14T12:01:34Z,1,68
3063,16223,2019-09-29T20:14:49Z,1,106.4
3074,10907,2019-09-03T20:31:53Z,1,159
3117,13717,2019-10-07T11:48:22Z,1,127.76
3117,137050,2019-10-07T11:48:22Z,1,29.67
3117,137123,2019-10-07T11:48:22Z,1,98.09
3165,4464,2019-09-15T17:01:03Z,1,83
3165,4462,2019-09-16T09:11:10Z,1,55
3165,4559,2019-09-27T07:46:57Z,1,34.4
3165,4692,2019-09-27T07:46:57Z,1,158.4
3165,4483,2019-10-02T15:40:29Z,1,55
3165,4692,2019-10-02T15:40:29Z,1,198
3165,4186,2019-10-21T08:58:53Z,1,63
3165,4435,2019-10-21T08:58:53Z,1,60
3165,4441,2019-10-21T08:58:53Z,1,63
3165,4483,2019-10-21T08:58:53Z,1,44
3165,4486,2019-10-21T08:58:53Z,1,28
3165,4540,2019-10-21T08:58:53Z,1,23
3192,10280,2019-10-12T23:03:58Z,1,25
3192,10281,2019-10-12T23:03:58Z,1,25
3216,6267,2019-10-31T12:54:30Z,1,60
3229,11499,2019-09-18T08:12:19Z,1,85
3229,4444,2019-10-07T14:00:00Z,1,50
3229,4567,2019-10-07T14:00:00Z,1,40
3229,15633,2019-10-07T14:00:00Z,1,104
3229,15635,2019-10-07T14:00:00Z,1,104
3246,14334,2019-09-30T20:06:26Z,1,60.8
3273,6068,2019-09-30T22:37:40Z,1,54.4
3273,6201,2019-09-30T22:37:40Z,1,74.4
3273,7858,2019-09-30T22:37:40Z,1,90
3279,6401,2019-09-27T17:28:40Z,1,72.8
3279,7819,2019-10-31T19:17:46Z,1,80
3300,10491,2019-10-22T17:08:28Z,1,31.2
3310,11502,2019-10-13T12:33:01Z,1,85
3311,10392,2019-09-16T13:33:06Z,1,60
3311,10690,2019-09-16T13:33:06Z,1,56
3311,10691,2019-09-16T13:33:06Z,1,56
3317,10668,2019-09-25T23:41:19Z,1,55
3318,4575,2019-09-25T22:49:10Z,1,35
3318,4961,2019-09-25T22:49:10Z,1,35
3318,10144,2019-09-25T22:49:10Z,1,52
3318,10741,2019-09-25T22:49:10Z,1,42
3348,7317,2019-10-01T12:39:42Z,1,88
3348,11304,2019-10-01T12:39:42Z,1,24
3513,1442,2019-09-12T12:20:25Z,1,193
3513,1688,2019-09-12T12:20:25Z,1,220
3518,11550,2019-09-07T12:39:08Z,1,60
3524,12316,2019-10-04T22:56:59Z,1,175
3524,18623,2019-10-19T11:06:27Z,1,30
3524,137841,2019-10-20T21:23:27Z,1,59
3532,8024,2019-09-03T15:51:06Z,1,77
3532,10141,2019-09-03T15:51:06Z,1,52
3543,1213,2019-09-30T18:55:38Z,1,165
3543,3864,2019-09-30T18:55:38Z,1,115
3580,133302,2019-10-14T14:48:02Z,1,135
3590,5831,2019-10-22T21:45:11Z,1,55
3609,9856,2019-09-21T17:57:17Z,1,294
3620,7882,2019-09-05T13:48:07Z,1,155
3625,10928,2019-10-23T20:09:41Z,1,24
3626,18052,2019-09-22T14:55:01Z,1,216
3636,8576,2019-09-30T19:50:41Z,1,210.4
3636,136050,2019-09-30T19:50:41Z,1,100
3659,9468,2019-10-13T14:54:57Z,1,168
3709,17489,2019-09-30T21:03:54Z,1,463.2
3755,135759,2019-09-23T13:22:39Z,1,500
3789,13463,2019-09-30T16:36:29Z,1,98.4
3789,9251,2019-10-07T14:46:31Z,1,120
3833,3670,2019-09-08T08:38:15Z,1,9
3833,4426,2019-09-08T08:38:15Z,1,13
3833,4697,2019-09-08T08:38:15Z,1,15
3833,6773,2019-09-08T08:38:15Z,1,15
3838,1142,2019-09-03T12:34:31Z,1,165
3840,19894,2019-09-23T13:35:47Z,1,750
3846,9005,2019-09-04T22:55:19Z,1,86.25
3851,13228,2019-09-23T20:05:21Z,1,95
3873,4023,2019-09-09T22:19:25Z,1,7
3873,4166,2019-09-09T22:19:25Z,1,14
3873,4699,2019-09-09T22:19:25Z,1,9
3873,5336,2019-10-31T21:06:00Z,1,35.2
3876,6061,2019-10-31T20:37:01Z,1,83.2
3876,12347,2019-10-31T20:37:01Z,1,165.6
3893,2471,2019-09-05T16:37:04Z,1,162.4
3893,374,2019-09-15T21:49:28Z,1,454.4
3983,10224,2019-10-06T05:25:00Z,1,32
3983,10373,2019-10-06T05:25:00Z,1,31
4019,7881,2019-09-16T14:45:01Z,1,124
4027,7417,2019-09-17T20:48:03Z,1,65
4027,7425,2019-10-16T11:17:55Z,1,69
4027,7427,2019-10-16T11:17:55Z,1,69
4029,10811,2019-09-29T23:50:14Z,1,196
4040,7235,2019-09-05T11:01:37Z,1,108
4071,8354,2019-09-03T22:03:31Z,1,110
4071,11421,2019-09-03T22:03:31Z,1,80
4112,1115,2019-09-28T11:31:34Z,1,106.4
4112,7819,2019-09-28T11:31:34Z,1,80
4112,5885,2019-09-30T10:30:17Z,1,95.2
4112,6231,2019-09-30T10:30:17Z,1,86.4
4112,13273,2019-09-30T10:30:17Z,1,60
4183,10770,2019-09-06T00:59:32Z,1,33.6
4183,136978,2019-10-22T12:39:07Z,1,55.2
4183,10996,2019-10-28T18:22:16Z,1,39.2
4192,6225,2019-10-19T11:06:42Z,1,81.6
4225,3385,2019-10-21T12:42:00Z,1,39
4225,19370,2019-10-21T12:42:00Z,1,88
4265,3903,2019-10-21T15:27:31Z,1,49
4270,16843,2019-10-31T20:18:58Z,1,109.6
4288,12482,2019-10-27T18:13:03Z,1,150
4307,1969,2019-09-22T13:47:28Z,1,275
4333,15406,2019-09-04T16:50:06Z,1,120
4347,5744,2019-10-14T16:38:49Z,1,180
4349,135858,2019-09-22T19:48:58Z,1,149
4396,5914,2019-10-10T12:03:13Z,1,96
4396,6253,2019-10-10T12:03:13Z,1,32
4396,8542,2019-10-10T12:03:13Z,1,109
4396,10475,2019-10-10T12:03:13Z,1,45
4396,11064,2019-10-10T12:03:13Z,1,60
4396,11290,2019-10-10T12:03:13Z,1,110
4396,11741,2019-10-10T12:03:13Z,1,36
4396,133883,2019-10-10T12:03:13Z,1,65
4396,136571,2019-10-10T12:03:13Z,1,119
4437,6866,2019-09-20T21:46:29Z,1,93
4480,133442,2019-10-05T17:06:29Z,1,190
4480,12545,2019-10-20T16:17:49Z,1,333
4480,12637,2019-10-31T07:08:15Z,1,440
4492,9468,2019-09-29T15:31:21Z,1,134.4
4492,1511,2019-09-30T19:52:02Z,1,16.8
4492,3535,2019-09-30T19:52:02Z,1,33.6
4492,4413,2019-09-30T19:52:02Z,1,12
4531,12756,2019-09-30T09:06:26Z,1,280
4552,11786,2019-09-29T22:06:00Z,1,22.4
4552,12536,2019-09-29T22:06:00Z,1,100
4575,7245,2019-09-24T17:55:35Z,1,370
4575,11578,2019-09-24T17:55:35Z,1,42
4575,11635,2019-09-24T17:55:35Z,1,124
4581,134320,2019-10-23T02:11:06Z,1,109
4612,133828,2019-10-26T19:23:59Z,1,175
4617,3793,2019-09-23T14:12:43Z,1,28
4617,772,2019-09-26T10:23:16Z,1,159
4617,5044,2019-09-26T10:23:16Z,1,79
4688,10879,2019-09-26T16:19:45Z,1,200
4746,11986,2019-09-30T22:07:08Z,1,364
4772,689,2019-09-02T21:26:12Z,1,180
4772,1137,2019-09-25T23:37:08Z,1,550
4813,1252,2019-09-19T13:23:05Z,1,555
4818,7905,2019-10-01T16:45:31Z,1,64
4818,8303,2019-10-01T16:45:31Z,1,77
4818,136624,2019-10-01T16:45:31Z,1,85
4824,4797,2019-09-14T08:52:25Z,1,240
4885,2384,2019-09-30T19:25:31Z,1,438.4
4888,12212,2019-09-30T17:17:32Z,1,635
4893,3489,2019-09-18T16:03:51Z,1,179
4894,16763,2019-09-27T08:19:58Z,1,118.4
4969,133545,2019-10-28T14:55:42Z,1,115
4969,133550,2019-10-28T14:55:42Z,1,155
4969,11825,2019-10-28T19:29:27Z,1,140
4972,2811,2019-10-25T19:56:59Z,1,98
4972,2810,2019-10-25T20:40:28Z,1,70
4975,10702,2019-09-30T19:12:14Z,1,39.2
4981,12890,2019-09-11T20:15:37Z,1,100
4996,19383,2019-09-20T15:36:22Z,1,155
5009,15232,2019-09-19T12:44:21Z,1,819
5027,6267,2019-09-28T14:05:50Z,1,48
5042,723,2019-10-12T14:21:45Z,1,645
5047,11550,2019-09-27T10:45:59Z,1,48
5047,11602,2019-09-27T10:45:59Z,1,31.2
5066,15939,2019-09-12T20:49:14Z,1,58
5079,10907,2019-10-29T13:59:38Z,1,159
5079,13336,2019-10-29T13:59:38Z,1,164
5124,6236,2019-10-08T15:46:15Z,1,200
5182,18760,2019-10-17T16:00:34Z,1,48
5223,19088,2019-09-17T16:05:59Z,1,175
5228,6446,2019-09-29T13:52:27Z,1,73.6
5229,7063,2019-09-28T14:38:37Z,1,58.4
5271,4413,2019-09-30T19:37:23Z,1,12
5286,133881,2019-10-25T15:12:09Z,1,99
5286,7168,2019-10-26T11:03:51Z,1,450
5304,7380,2019-10-05T18:38:31Z,1,357
5304,136924,2019-10-05T18:38:31Z,1,280
5304,1041,2019-10-06T17:09:10Z,1,370
5335,132859,2019-10-20T20:32:11Z,1,88
5335,136224,2019-10-20T20:32:11Z,1,120
5350,6015,2019-10-26T19:19:10Z,1,150
5377,11499,2019-09-11T17:05:27Z,1,85
5377,13253,2019-09-11T17:05:27Z,1,135
5397,10656,2019-09-10T19:50:39Z,1,39
5397,11423,2019-09-10T19:50:39Z,1,80
5411,12953,2019-10-29T01:36:15Z,1,396
5428,7472,2019-10-28T09:27:20Z,1,399
5461,17121,2019-09-14T08:28:02Z,1,207
5506,6280,2019-09-07T21:14:42Z,1,77
5520,19001,2019-09-23T11:37:06Z,1,40
5531,10652,2019-10-31T23:14:51Z,1,35
5531,135945,2019-10-31T23:14:51Z,1,35
5632,3691,2019-09-29T13:09:25Z,1,98.4
5664,10,2019-09-12T11:46:02Z,1,228
5664,116,2019-09-12T11:46:02Z,1,104
5664,187,2019-09-12T11:46:02Z,1,49
5664,2872,2019-09-12T11:46:02Z,1,63
5664,3246,2019-09-12T11:46:02Z,1,33
5664,4626,2019-09-12T11:46:02Z,1,130
5664,5562,2019-09-12T11:46:02Z,1,28
5664,5563,2019-09-12T11:46:02Z,2,28
5664,5564,2019-09-12T11:46:02Z,1,33
5664,6647,2019-09-12T11:46:02Z,1,299
5664,6883,2019-09-12T11:46:02Z,1,49
5664,6909,2019-09-12T11:46:02Z,1,60
5664,8925,2019-09-12T11:46:02Z,1,46
5664,10429,2019-09-12T11:46:02Z,1,135
5664,16147,2019-09-12T11:46:02Z,1,35
5664,19532,2019-09-12T11:46:02Z,1,219
5664,61,2019-09-12T11:55:31Z,1,263
5664,12814,2019-09-12T11:55:31Z,1,308
5664,13064,2019-09-12T11:55:31Z,1,150
5664,15178,2019-09-12T11:55:31Z,1,245
5664,15561,2019-09-12T11:55:31Z,1,438
5664,134312,2019-09-12T11:55:31Z,1,189
5664,2325,2019-10-02T09:58:47Z,1,370
5664,2633,2019-10-02T09:58:47Z,1,550
5664,16599,2019-10-02T09:58:47Z,1,207
5664,135541,2019-10-02T09:58:47Z,1,825
5664,583,2019-10-12T15:07:53Z,1,500
5664,644,2019-10-12T15:07:53Z,1,175
5664,8542,2019-10-12T15:07:53Z,1,109
5664,10734,2019-10-12T15:07:53Z,1,55
5664,11421,2019-10-12T15:07:53Z,1,80
5664,18051,2019-10-12T15:07:53Z,1,295
5664,132480,2019-10-12T15:07:53Z,1,375
5664,135781,2019-10-12T15:07:53Z,1,150
5664,135782,2019-10-12T15:07:53Z,1,140
5664,973,2019-10-27T17:59:04Z,1,284
5664,5319,2019-10-27T17:59:04Z,1,159
5664,5438,2019-10-27T17:59:04Z,1,88
5664,5658,2019-10-27T17:59:04Z,1,170
5664,8772,2019-10-27T17:59:04Z,1,198
5664,10735,2019-10-27T17:59:04Z,1,345
5664,13316,2019-10-27T17:59:04Z,1,266
5664,17755,2019-10-27T17:59:04Z,1,200
5664,132895,2019-10-27T17:59:04Z,1,259
5669,6926,2019-10-02T22:27:43Z,1,132
5669,15739,2019-10-02T22:27:43Z,1,95
5732,12601,2019-10-25T05:17:50Z,1,180
5752,10675,2019-09-25T09:12:31Z,1,75
5752,11550,2019-09-25T09:12:31Z,1,60
5765,8661,2019-09-29T15:04:59Z,1,124.8
5782,134784,2019-10-07T14:18:05Z,1,123
5805,1436,2019-10-12T09:38:08Z,1,199
5807,10852,2019-09-11T17:22:46Z,1,42
5826,10570,2019-10-09T08:06:22Z,1,69
5896,7053,2019-10-30T21:01:55Z,1,275
5922,16701,2019-09-28T21:38:42Z,1,165.6
5977,4050,2019-09-20T14:23:24Z,1,14
5977,4073,2019-09-20T14:23:24Z,1,18
5977,4075,2019-09-20T14:23:24Z,1,25
5977,15494,2019-09-20T14:23:24Z,1,75
5977,15955,2019-09-20T14:23:24Z,1,63
5981,13364,2019-09-22T11:40:50Z,1,109
6007,8468,2019-09-28T20:30:58Z,1,100.8
6012,7121,2019-10-16T22:49:46Z,1,33
6012,18685,2019-10-16T22:49:46Z,1,20
6012,18686,2019-10-16T22:49:46Z,1,20
6013,6522,2019-10-10T13:11:43Z,1,185
6039,133311,2019-09-09T20:32:36Z,1,123
6045,6061,2019-09-28T08:49:44Z,1,104
6057,2346,2019-09-29T20:09:12Z,1,98.4
6067,6929,2019-09-27T12:35:21Z,1,95.2
6110,9376,2019-09-03T09:32:55Z,1,85
6119,7046,2019-10-15T10:06:31Z,1,250
6136,137591,2019-10-17T13:29:22Z,1,95
6142,531,2019-09-08T09:07:37Z,1,175
6145,337,2019-09-24T13:58:13Z,1,154
6145,9764,2019-09-24T13:58:13Z,1,91
6205,4412,2019-09-28T10:17:49Z,1,15
6205,4413,2019-09-28T10:17:49Z,1,15
6205,10650,2019-09-28T10:17:49Z,1,35
6235,2102,2019-09-02T22:38:27Z,1,275
6243,1094,2019-10-21T12:04:15Z,1,475
6288,6196,2019-09-08T11:51:02Z,1,81
6306,12774,2019-09-10T05:34:44Z,1,140
6322,12546,2019-09-27T13:15:49Z,1,480
6327,14938,2019-09-30T22:39:58Z,1,95.2
6328,15178,2019-09-12T21:14:51Z,1,245
6328,16474,2019-09-12T21:14:51Z,1,140
6328,132519,2019-09-12T21:14:51Z,1,225
6362,18066,2019-10-28T10:11:17Z,1,145
6362,133400,2019-10-28T10:11:17Z,1,215
6364,5372,2019-09-30T17:23:38Z,1,221.6
6364,5902,2019-09-30T17:23:38Z,1,220.8
6398,7815,2019-10-08T18:08:46Z,1,100
6398,8144,2019-10-08T18:08:46Z,1,85
6398,3657,2019-10-18T19:46:16Z,1,38
6531,9133,2019-09-03T19:37:21Z,1,89
6536,135917,2019-09-24T18:26:32Z,1,125
6606,2402,2019-09-04T21:16:45Z,1,105
6606,14258,2019-09-04T21:16:45Z,1,53
6606,14345,2019-09-04T21:16:45Z,1,137
6606,15751,2019-09-04T21:16:45Z,1,108
6606,18568,2019-09-06T18:51:38Z,1,45
6606,15739,2019-10-06T19:40:15Z,1,95
6606,15945,2019-10-06T19:40:15Z,1,53
6606,15554,2019-10-12T17:44:26Z,1,63
6606,18560,2019-10-12T17:44:26Z,1,38
6608,7289,2019-10-26T15:42:36Z,1,140
6628,5426,2019-09-07T17:46:16Z,1,51.2
6628,18093,2019-09-21T17:00:52Z,1,124
6628,4084,2019-10-13T22:58:51Z,1,7.2
6628,5446,2019-10-13T22:58:51Z,1,36.8
6628,6793,2019-10-13T22:58:51Z,1,50.4
6631,13194,2019-09-21T13:20:25Z,1,125
6703,12952,2019-09-09T08:46:56Z,1,347
6705,6227,2019-09-25T07:03:44Z,1,102
6707,136050,2019-09-24T20:48:29Z,1,125
6712,804,2019-09-11T13:03:43Z,1,72
6712,16046,2019-10-28T22:24:46Z,1,104
6747,18566,2019-10-18T07:25:09Z,1,280
6807,1146,2019-10-02T23:04:25Z,1,175
6820,1525,2019-09-07T08:17:22Z,1,99
6841,133564,2019-09-10T07:43:01Z,1,229
